schedule_code,schedule_name,priority_weight,start_date,end_date,depot,bus_type,route_type
31/4/A,Kasindra Gam - Paldi,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
107/A,Sarangpur - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
71/1/A,Lal Darwaja - Vamaj Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot,A,AMTS
1371/A,Gujarat High Court - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
1601/A,Adinathnagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Marwadi Depot,A,AMTS
38/1/A,Krushnanagar - Vaishali Township,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
66/A,Shilaj Gam - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
F5/A,Rasraj Jackpot - Shardaben Hospital,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
42sh/A,Lal Darwaja - Ghodasar Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
15/1/A,Vinobabhavenagar - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
66/1/A,Shilaj Gam - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
63/1/A,Lilapur Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
70/2/A,Sherisa Gam - Vadaj,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
1302/A,Kamod Gam - Naroda,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
137K/A,Chandlodiya Talav - Kalupur Terminus,,21/01/2023 00:00:00,20/01/2028 23:59:59,Juna Vadaj Depot,A,AMTS
84/A,Chandkheda (Sarthi Bunglows) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
14/A,Nandej-Barejadi Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Paldi Depot,A,AMTS
15S/A,Maninagar - Vivekanandnagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
30/2/A,Vatva Railway Crossing - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
30/3/A,Dev Residency - Dani Limda Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
31S/A,Lal Darwaja - Sarkhej Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
393S/A,Kalupur Terminus - But Bhavani Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
40/A,Lapakaman Gam - Vaishali Township,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
43/A,Parijat Bunglows - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
44/4/A,Arohi Homes (South Bopal) - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
45/1/A,Mumatpura Gam - Lal Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
49/1/A,Jodhpur Gam - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Memco Depot-SMT,A,AMTS
89/1/A,Amba Township(Trimandir) - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
89/1/B,Amba Township(Trimandir) - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
89/1/C,Amba Township(Trimandir) - Manmohan Park,,21/01/2023 00:00:00,20/01/2028 23:59:59,Acher Depot-MAM,A,AMTS
106/A,Sarangpur - Sarangpur,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
117/A,Paldi-Kankaj Gam - Kalapinagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Bhairavnath Depot-SAM,A,AMTS
124/A,Engg./B.Ed.College (Vahelal) - Maninagar,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
150S/A,Sarkhej Gam - Sarangpur Darwaja,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
3S/C,Bhadrakali Mandir - Bhadrakali Mandir,,21/01/2023 00:00:00,20/01/2028 23:59:59,Sarangpur Depot,A,AMTS
401S/A,Vasna - Chandkheda Gam,,21/01/2023 00:00:00,20/01/2028 23:59:59,Jamalpur Depot,A,AMTS
3/M01,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M02,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M08,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M07,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M06,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M05,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M04,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/M03,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
3/R01,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R02,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R03,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R04,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R05,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R06,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R07,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
3/R08,R.T.O Circle - Maninagar ,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/LT01,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
4/LT02,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/AI02,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
4/LT03,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
4/LT04,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/KN01,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
4/LT05,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
4/LT06,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/NK13,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
4/TL01,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL02,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL03,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL04,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL05,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL06,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL07,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL08,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL09,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL10,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL11,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL12,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL13,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL14,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL15,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL16,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL17,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
4/TL18,Trimandir - L.D.Engineering College,,15/02/2023 00:00:00,15/02/2024 23:59:59,Zundal Depot,B,BRTS
15/IA03,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
16/NU02,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/KN02,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/NK14,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
16/NU04,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/AI01,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
14/NK01,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
15/IR01,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
14/NK12,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK02,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK11,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK03,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
15/IA01,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
15/IR02,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
14/NK10,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK04,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
16/NU03,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
16/NU05,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/NK09,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK05,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
15/IA02,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
15/IR03,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
14/NK08,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
14/NK06,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
17/NS05,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/NS04,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
14/NK07,Sanand Circle - Naroda Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
15/RI01,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
16/NU06,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/RI02,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
15/RI03,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
16/NU07,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/RI04,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
17/NS03,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/RI05,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
16/UN01,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/RI06,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
15/RI07,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
17/NS06,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
15/RI08,Airport - ISKCON,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - AL,B,BRTS
16/NU01,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
16/UN02,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/NS02,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
16/UN03,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
16/UN04,Nehrunagar - Sanand Circle,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/NS01,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/NS07,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/SN01,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/SN02,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/SN03,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/SN04,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
17/SN05,Nehrunagar - South Bopal,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
1/GM01,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
2/BO01,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
1/GM02,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
5/HV01,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
1/GM03,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
2/BO02,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
1/GM04,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/GM05,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
7/NZ01,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
1/GM06,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
2/BO03,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
1/GM07,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
5/HV02,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
1/GM08,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
2/BO04,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
1/GM09,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/GM10,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
6/WN04,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
1/GM11,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/GM12,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG01,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG02,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG03,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG04,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG05,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG06,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG07,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG08,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG09,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG10,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG11,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
1/MG12,Maninagar - Ghuma Gam,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
2/BO05,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
5/HV03,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/BO06,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
7/NZ04,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/BO07,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
5/HV04,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/BO08,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Naranpura Depot - TATA,B,BRTS
6/WN03,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB01,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
6/NW02,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB02,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
5/HV08,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB03,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB04,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
6/WN01,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB05,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
5/HV07,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB06,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB07,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
7/NZ03,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB08,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB09,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB10,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
5/HV06,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB11,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB12,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
6/WN02,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB13,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
5/HV05,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
2/OB14,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB15,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB16,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB17,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB18,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB19,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
2/OB20,Bhadaj Circle - Odhav Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV09,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
7/NZ02,Zundal Circle - Narol,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV10,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
6/NW01,Narol - Naroda S.T. Workshop,,15/02/2023 00:00:00,15/02/2024 23:59:59,Vastral Depot_VT,B,BRTS
5/HV11,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV12,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV13,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV14,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/HV15,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Odhav Depot,B,BRTS
5/VH01,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
5/VH02,Vasna - Hanspura Ring Road,,15/02/2023 00:00:00,15/02/2024 23:59:59,Chandola Depot,B,BRTS
