schedule_code,schedule_for_route_code,route_code,route_name,route_destination,route_variant,first_stop_code,last_stop_code,start_time,stop_time,run_code,duty_code,is_halfway,shift_type
12/CR06,5511062,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,14:28:00,15:46:00,12/CR06,CR06-S,0,Second Shift 
12/CR07,5511063,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,7:02:00,8:12:00,12/CR07,CR07-F,0,First Shift
12/CR08,5511064,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,20:06:00,21:23:00,12/CR08,CR08-S,0,Second Shift 
12/CR10,5511065,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,15:22:00,16:42:00,12/CR10,CR10-S,0,Second Shift 
12/CR22,5511066,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,17:32:00,18:57:00,12/CR22,CR22-S,0,Second Shift 
12/CR20,5511067,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,17:10:00,18:35:00,12/CR20,CR20-S,0,Second Shift 
12/CR17,5511068,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,13:40:00,14:53:00,12/CR17,CR17-F,0,First Shift
12/CR11,5511069,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,20:46:00,22:00:00,12/CR11,CR11-S,0,Second Shift 
12/CR15,5511070,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,8:27:00,9:50:00,12/CR15,CR15-F,0,First Shift
12/CR21,5511071,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,9:27:00,10:50:00,12/CR21,CR21-F,0,First Shift
12/CR08,5511072,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,12:00:00,13:13:00,12/CR08,CR08-F,0,First Shift
12/CR10,5511073,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,7:42:00,9:02:00,12/CR10,CR10-F,0,First Shift
12/CR12,5511074,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,20:54:00,22:07:00,12/CR12,CR12-S,0,Second Shift 
12/CR14,5511075,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,8:22:00,9:45:00,12/CR14,CR14-F,0,First Shift
12/CR14,5511076,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,13:00:00,14:13:00,12/CR14,CR14-F,0,First Shift
12/CR14,5511077,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,21:20:00,22:31:00,12/CR14,CR14-S,0,Second Shift 
12/CR16,5511078,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,8:37:00,10:00:00,12/CR16,CR16-F,0,First Shift
12/CR16,5511079,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,13:20:00,14:33:00,12/CR16,CR16-F,0,First Shift
12/CR16,5511080,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,16:34:00,17:58:00,12/CR16,CR16-S,0,Second Shift 
12/CR16,5511081,12U-RP,R.T.O Circle - Rameshwar Park,Rameshwar Park,NORMAL,318,100,21:40:00,22:49:00,12/CR16,CR16-S,0,Second Shift 
12/CR17,5511082,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,8:47:00,10:10:00,12/CR17,CR17-F,0,First Shift
12/CR14,5511083,12D-PR,Rameshwar Park - R.T.O Circle,R.T.O Circle,NORMAL,99,1,16:16:00,17:39:00,12/CR14,CR14-S,0,Second Shift 
12/RC01,5511084,12D-CC,CTM Cross Road - Chandkheda Gam,Chandkheda Gam,NORMAL,90,226,18:30:00,20:09:00,12/RC01,RC01-S,0,Second Shift 
12/CR20,5511085,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,11:04:00,12:09:00,12/CR20,CR20-F,0,First Shift
12/CR20,5511086,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,12:48:00,13:58:00,12/CR20,CR20-F,0,First Shift
12/CR20,5511087,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,18:46:00,20:01:00,12/CR20,CR20-S,0,Second Shift 
12/CR20,5511088,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,20:48:00,21:58:00,12/CR20,CR20-S,0,Second Shift 
12/CR11,5511089,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,9:26:00,10:33:00,12/CR11,CR11-F,0,First Shift
12/CR13,5511090,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,9:46:00,10:52:00,12/CR13,CR13-F,0,First Shift
12/CR15,5511091,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,10:04:00,11:09:00,12/CR15,CR15-F,0,First Shift
12/CR21,5511092,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,11:10:00,12:15:00,12/CR21,CR21-F,0,First Shift
12/CR11,5511093,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,10:52:00,12:07:00,12/CR11,CR11-F,0,First Shift
12/CR13,5511094,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,11:14:00,12:27:00,12/CR13,CR13-F,0,First Shift
12/CR15,5511095,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,11:40:00,12:51:00,12/CR15,CR15-F,0,First Shift
12/CR11,5511096,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,17:24:00,18:36:00,12/CR11,CR11-S,0,Second Shift 
12/CR13,5511097,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,17:42:00,18:55:00,12/CR13,CR13-S,0,Second Shift 
12/CR15,5511098,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,18:00:00,19:15:00,12/CR15,CR15-S,0,Second Shift 
12/CR21,5511099,12U-RC,R.T.O Circle - CTM Cross Road,CTM Cross Road,NORMAL,318,89,19:02:00,20:16:00,12/CR21,CR21-S,0,Second Shift 
12/CR11,5511100,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,18:52:00,20:11:00,12/CR11,CR11-S,0,Second Shift 
12/CR13,5511101,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,19:20:00,20:38:00,12/CR13,CR13-S,0,Second Shift 
12/CR15,5511102,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,19:40:00,20:56:00,12/CR15,CR15-S,0,Second Shift 
12/CR21,5511103,12D-CR,CTM Cross Road - R.T.O Circle,R.T.O Circle,NORMAL,90,1,21:00:00,22:10:00,12/CR21,CR21-S,0,Second Shift 
18/AM01,5517289,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,6:00:00,6:45:00,18/AM01,AM01-F,0,First Shift
18/MA01,5517290,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,6:03:00,6:43:00,18/MA01,MA01-F,0,First Shift
18/MA02,5517291,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,6:18:00,6:58:00,18/MA02,MA02-F,0,First Shift
18/MA03,5517292,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,6:33:00,7:13:00,18/MA03,MA03-F,0,First Shift
18/MA04,5517293,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,7:30:00,8:15:00,18/MA04,MA04-F,0,First Shift
18/AM02,5517294,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,7:03:00,7:48:00,18/AM02,AM02-F,0,First Shift
18/AM03,5517295,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,7:18:00,8:03:00,18/AM03,AM03-F,0,First Shift
18/AM04,5517296,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,7:42:00,8:27:00,18/AM04,AM04-F,0,First Shift
18/AM02,5517297,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:00:00,9:50:00,18/AM02,AM02-F,0,First Shift
18/MA01,5517298,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,7:54:00,8:39:00,18/MA01,MA01-F,0,First Shift
18/MA02,5517299,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,8:06:00,8:54:00,18/MA02,MA02-F,0,First Shift
18/MA03,5517300,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,8:18:00,9:06:00,18/MA03,MA03-F,0,First Shift
18/AM01,5517301,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,8:30:00,9:18:00,18/AM01,AM01-F,0,First Shift
18/AM05,5517302,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,8:40:00,9:28:00,18/AM05,AM05-F,0,First Shift
18/AM02,5517303,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,6:15:00,7:00:00,18/AM02,AM02-F,0,First Shift
18/AM03,5517304,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,6:30:00,7:15:00,18/AM03,AM03-F,0,First Shift
18/AM04,5517305,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,6:45:00,7:30:00,18/AM04,AM04-F,0,First Shift
18/MA01,5517306,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,7:00:00,7:45:00,18/MA01,MA01-F,0,First Shift
18/AM01,5517307,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,6:48:00,7:28:00,18/AM01,AM01-F,0,First Shift
18/MA02,5517308,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,7:15:00,8:00:00,18/MA02,MA02-F,0,First Shift
18/MA03,5517309,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,7:30:00,8:15:00,18/MA03,MA03-F,0,First Shift
18/AM01,5517310,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,7:42:00,8:27:00,18/AM01,AM01-F,0,First Shift
18/AM02,5517311,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,8:06:00,8:54:00,18/AM02,AM02-F,0,First Shift
18/AM05,5517312,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,7:54:00,8:39:00,18/AM05,AM05-F,0,First Shift
18/AM03,5517313,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,8:18:00,9:06:00,18/AM03,AM03-F,0,First Shift
18/MA04,5517314,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,8:30:00,9:18:00,18/MA04,MA04-F,0,First Shift
18/AM04,5517315,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,8:42:00,9:30:00,18/AM04,AM04-F,0,First Shift
18/MA01,5517316,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,8:54:00,9:42:00,18/MA01,MA01-F,0,First Shift
18/AM01,5517317,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,9:36:00,10:26:00,18/AM01,AM01-F,0,First Shift
18/AM04,5517318,18E,Maninagar - Jaimangal,Jaimangal,NORMAL,57,14,12:00:00,12:45:00,18/AM04,AM04-F,0,First Shift
18/MA02,5517319,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,9:14:00,10:04:00,18/MA02,MA02-F,0,First Shift
18/AM06,5517320,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,9:04:00,9:54:00,18/AM06,AM06-F,0,First Shift
18/MA05,5517321,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,8:50:00,9:38:00,18/MA05,MA05-F,0,First Shift
18/MA06,5517322,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:10:00,10:00:00,18/MA06,MA06-F,0,First Shift
18/AM03,5517323,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:20:00,10:10:00,18/AM03,AM03-F,0,First Shift
18/MA04,5517324,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:30:00,10:20:00,18/MA04,MA04-F,0,First Shift
18/AM04,5517325,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:40:00,10:30:00,18/AM04,AM04-F,0,First Shift
18/MA01,5517327,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,9:50:00,10:40:00,18/MA01,MA01-F,0,First Shift
18/MA02,5517328,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,10:14:00,11:06:00,18/MA02,MA02-F,0,First Shift
18/AM06,5517329,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,10:02:00,10:54:00,18/AM06,AM06-F,0,First Shift
18/MA03,5517330,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,9:24:00,10:14:00,18/MA03,MA03-F,0,First Shift
18/AM05,5517331,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,9:48:00,10:38:00,18/AM05,AM05-F,0,First Shift
18/MA05,5517332,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,10:12:00,11:07:00,18/MA05,MA05-F,0,First Shift
18/AM02,5517333,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,10:00:00,10:55:00,18/AM02,AM02-F,0,First Shift
18/MA06,5517335,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,10:24:00,11:19:00,18/MA06,MA06-F,0,First Shift
18/AM03,5517336,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,10:36:00,11:31:00,18/AM03,AM03-F,0,First Shift
18/MA04,5517337,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,10:48:00,11:43:00,18/MA04,MA04-F,0,First Shift
18/AM04,5517338,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,11:00:00,11:55:00,18/AM04,AM04-F,0,First Shift
18/MA01,5517340,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,11:12:00,12:07:00,18/MA01,MA01-F,0,First Shift
18/MA02,5517341,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,11:36:00,12:31:00,18/MA02,MA02-F,0,First Shift
18/AM06,5517342,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,11:24:00,12:19:00,18/AM06,AM06-F,0,First Shift
18/MA03,5517343,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,10:26:00,11:18:00,18/MA03,MA03-F,0,First Shift
18/AM05,5517344,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,10:40:00,11:32:00,18/AM05,AM05-F,0,First Shift
18/MA05,5517345,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,11:10:00,12:02:00,18/MA05,MA05-F,0,First Shift
18/AM02,5517347,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,10:55:00,11:47:00,18/AM02,AM02-F,0,First Shift
18/MA06,5517348,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,11:30:00,12:22:00,18/MA06,MA06-F,0,First Shift
18/MA04,5517349,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,11:55:00,12:47:00,18/MA04,MA04-F,0,First Shift
18/AM02,5517351,18E-AS,Airport - Shastrinagar,Shastrinagar,NORMAL,1002,11,11:48:00,12:13:00,18/AM02,AM02-F,0,First Shift
18/AM06,5517352,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,12:20:00,13:12:00,18/AM06,AM06-F,0,First Shift
18/MA03,5517353,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,12:00:00,12:55:00,18/MA03,MA03-F,0,First Shift
18/AM05,5517354,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,11:48:00,12:43:00,18/AM05,AM05-F,0,First Shift
18/MA05,5517355,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,12:15:00,13:10:00,18/MA05,MA05-F,0,First Shift
18/MA06,5517357,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,12:35:00,13:30:00,18/MA06,MA06-F,0,First Shift
18/MA04,5517358,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,12:55:00,13:50:00,18/MA04,MA04-F,0,First Shift
18/AM06,5517360,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,13:20:00,14:15:00,18/AM06,AM06-F,0,First Shift
18/AM05,5517361,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,12:45:00,13:37:00,18/AM05,AM05-F,0,First Shift
18/MA05,5517362,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,13:10:00,14:00:00,18/MA05,MA05-F,0,First Shift
18/AM05,5517364,18E-AS,Airport - Shastrinagar,Shastrinagar,NORMAL,1002,11,13:42:00,14:07:00,18/AM05,AM05-F,0,First Shift
18/AM03,5517365,18E,Maninagar - Jaimangal,Jaimangal,NORMAL,57,14,11:36:00,12:21:00,18/AM03,AM03-F,0,First Shift
18/MA06,5517366,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,13:35:00,14:25:00,18/MA06,MA06-F,0,First Shift
18/MA01,5517367,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,14:00:00,14:50:00,18/MA01,MA01-S,0,Second Shift 
18/AM01,5517368,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,13:45:00,14:40:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517369,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,14:10:00,15:05:00,18/AM02,AM02-S,0,Second Shift 
18/MA02,5517370,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,14:25:00,15:15:00,18/MA02,MA02-S,0,Second Shift 
18/MA03,5517371,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,14:45:00,15:35:00,18/MA03,MA03-S,0,Second Shift 
18/AM01,5517372,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,15:00:00,15:52:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517373,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,15:15:00,16:07:00,18/AM02,AM02-S,0,Second Shift 
18/AM03,5517374,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,15:30:00,16:22:00,18/AM03,AM03-S,0,Second Shift 
18/MA04,5517375,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,15:45:00,16:37:00,18/MA04,MA04-S,0,Second Shift 
18/AM04,5517376,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,16:15:00,17:10:00,18/AM04,AM04-S,0,Second Shift 
18/AM03,5517377,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,14:35:00,15:30:00,18/AM03,AM03-S,0,Second Shift 
18/AM04,5517378,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,15:15:00,16:10:00,18/AM04,AM04-S,0,Second Shift 
18/MA01,5517379,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,15:00:00,15:55:00,18/MA01,MA01-S,0,Second Shift 
18/MA02,5517380,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,15:30:00,16:25:00,18/MA02,MA02-S,0,Second Shift 
18/MA03,5517381,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,15:45:00,16:40:00,18/MA03,MA03-S,0,Second Shift 
18/AM01,5517382,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,16:05:00,17:03:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517383,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,16:25:00,17:23:00,18/AM02,AM02-S,0,Second Shift 
18/AM03,5517384,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,16:45:00,17:43:00,18/AM03,AM03-S,0,Second Shift 
18/MA04,5517385,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,17:05:00,18:05:00,18/MA04,MA04-S,0,Second Shift 
18/AM04,5517386,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,17:35:00,18:35:00,18/AM04,AM04-S,0,Second Shift 
18/MA01,5517387,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,17:20:00,18:20:00,18/MA01,MA01-S,0,Second Shift 
18/MA01,5517388,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,16:00:00,16:55:00,18/MA01,MA01-S,0,Second Shift 
18/MA02,5517389,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,16:30:00,17:25:00,18/MA02,MA02-S,0,Second Shift 
18/MA03,5517390,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,16:45:00,17:40:00,18/MA03,MA03-S,0,Second Shift 
18/MA05,5517391,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:00:00,17:58:00,18/MA05,MA05-S,0,Second Shift 
18/AM01,5517392,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:12:00,18:10:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517393,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:24:00,18:22:00,18/AM02,AM02-S,0,Second Shift 
18/MA06,5517394,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:34:00,18:32:00,18/MA06,MA06-S,0,Second Shift 
18/MA05,5517395,18E-AS,Airport - Shastrinagar,Shastrinagar,NORMAL,1002,11,14:05:00,14:30:00,18/MA05,MA05-F,0,First Shift
18/MA06,5517396,18E-AS,Airport - Shastrinagar,Shastrinagar,NORMAL,1002,11,14:30:00,14:55:00,18/MA06,MA06-F,0,First Shift
18/AM05,5517397,18S,Jaimangal - Maninagar,Maninagar,NORMAL,13,317,16:58:00,17:43:00,18/AM05,AM05-S,0,Second Shift 
18/AM04,5517398,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,14:47:00,15:12:00,18/AM04,AM04-S,0,Second Shift 
18/AM01,5517399,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,13:17:00,13:42:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517400,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,13:43:00,14:08:00,18/AM02,AM02-S,0,Second Shift 
18/AM03,5517401,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,14:05:00,14:30:00,18/AM03,AM03-S,0,Second Shift 
18/AM03,5517402,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,6:00:00,6:25:00,18/AM03,AM03-F,0,First Shift
18/AM04,5517403,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,6:12:00,6:37:00,18/AM04,AM04-F,0,First Shift
18/AM05,5517404,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,7:24:00,7:49:00,18/AM05,AM05-F,0,First Shift
18/AM06,5517405,18S-PA,Pragatinagar - Airport,Ahmedabad Domestic Airport,NORMAL,10,1001,8:34:00,8:59:00,18/AM06,AM06-F,0,First Shift
18/MA05,5517406,18S,Jaimangal - Maninagar,Maninagar,NORMAL,13,317,8:03:00,8:48:00,18/MA05,MA05-F,0,First Shift
18/MA06,5517407,18S,Jaimangal - Maninagar,Maninagar,NORMAL,13,317,8:23:00,9:08:00,18/MA06,MA06-F,0,First Shift
18/AM06,5517408,18E,Maninagar - Jaimangal,Jaimangal,NORMAL,57,14,14:20:00,15:05:00,18/AM06,AM06-F,0,First Shift
18/AM05,5517409,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:44:00,18:42:00,18/AM05,AM05-S,0,Second Shift 
18/AM03,5517410,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,17:54:00,18:52:00,18/AM03,AM03-S,0,Second Shift 
18/MA04,5517411,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,18:18:00,19:18:00,18/MA04,MA04-S,0,Second Shift 
18/MA02,5517412,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,17:47:00,18:47:00,18/MA02,MA02-S,0,Second Shift 
18/AM04,5517413,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,18:42:00,19:42:00,18/AM04,AM04-S,0,Second Shift 
18/AM06,5517414,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,18:06:00,19:06:00,18/AM06,AM06-S,0,Second Shift 
18/MA01,5517415,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,18:30:00,19:30:00,18/MA01,MA01-S,0,Second Shift 
18/MA05,5517416,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,18:11:00,19:16:00,18/MA05,MA05-S,0,Second Shift 
18/MA03,5517417,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,17:59:00,18:59:00,18/MA03,MA03-S,0,Second Shift 
18/AM01,5517419,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,18:23:00,19:28:00,18/AM01,AM01-S,0,Second Shift 
18/AM02,5517420,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,18:35:00,19:40:00,18/AM02,AM02-S,0,Second Shift 
18/MA06,5517421,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,18:47:00,19:52:00,18/MA06,MA06-S,0,Second Shift 
18/AM05,5517422,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,18:59:00,20:04:00,18/AM05,AM05-S,0,Second Shift 
18/AM03,5517423,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,19:11:00,20:16:00,18/AM03,AM03-S,0,Second Shift 
18/AM06,5517424,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,19:23:00,20:28:00,18/AM06,AM06-S,0,Second Shift 
18/MA04,5517425,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,19:35:00,20:40:00,18/MA04,MA04-S,0,Second Shift 
18/AM04,5517426,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,20:05:00,21:05:00,18/AM04,AM04-S,0,Second Shift 
18/MA01,5517427,18U,Airport - Maninagar,Maninagar,NORMAL,1002,317,19:50:00,20:55:00,18/MA01,MA01-S,0,Second Shift 
18/MA02,5517428,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,18:55:00,19:55:00,18/MA02,MA02-S,0,Second Shift 
18/MA05,5517429,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,19:25:00,20:25:00,18/MA05,MA05-S,0,Second Shift 
18/MA03,5517430,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,19:10:00,20:10:00,18/MA03,MA03-S,0,Second Shift 
18/AM01,5517433,18D,Maninagar - Airport,Ahmedabad Domestic Airport,NORMAL,57,1001,19:40:00,20:40:00,18/AM01,AM01-S,0,Second Shift 
