route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
130/2-U,Naroda - Kamod Gam,Kamod Gam,NORMAL,61,1875,,
130/2-U,Naroda - Kamod Gam,Kamod Gam,NORMAL,62,1876,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,1,1110,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,2,3955,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,3,3956,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,4,7393,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,5,7394,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,6,3349,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,7,7396,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,8,7288,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,9,7397,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,10,3542,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,11,3543,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,12,3544,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,13,5598,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,14,2215,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,15,2216,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,16,2217,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,17,2218,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,18,2107,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,19,1984,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,20,2034,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,21,2035,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,22,2036,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,23,2037,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,24,2038,,
130/4-CN-D,Civil Hospital - Nava Vadaj,Nava Vadaj,NORMAL,25,2101,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,1,7607,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,2,5201,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,3,4332,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,4,5202,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,5,2524,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,6,7348,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,7,7349,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,8,7350,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,9,7457,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,10,2531,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,11,2532,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,12,5204,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,13,7355,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,14,7356,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,15,7357,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,16,7358,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,17,7359,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,18,7360,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,19,7361,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,20,7362,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,21,7363,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,22,7364,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,23,7365,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,24,7366,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,25,7367,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,26,1697,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,27,1698,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,28,2804,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,29,7371,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,30,2806,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,31,2807,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,32,2808,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,33,7375,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,34,2810,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,35,7377,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,36,7018,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,37,7379,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,38,7380,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,39,7381,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,40,3954,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,41,7383,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,42,1101,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,43,1102,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,44,1103,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,45,1104,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,46,1105,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,47,1254,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,48,1110,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,49,3955,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,50,3956,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,51,7393,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,52,7394,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,53,3349,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,54,7396,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,55,7288,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,56,7397,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,57,3542,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,58,3543,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,59,3544,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,60,5598,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,61,2215,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,62,2216,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,63,2217,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,64,2218,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,65,2107,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,66,1984,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,67,2034,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,68,2035,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,69,2036,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,70,2037,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,71,2038,,
130/4-D,Manmohan Park - Nava Vadaj,Nava Vadaj,NORMAL,72,2101,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,1,7607,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,2,5201,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,3,4332,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,4,5202,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,5,2524,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,6,7348,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,7,7349,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,8,7350,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,9,7457,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,10,2531,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,11,2532,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,12,5204,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,13,7355,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,14,7356,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,15,7357,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,16,7358,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,17,7359,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,18,7360,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,19,7361,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,20,7362,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,21,7363,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,22,7364,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,23,7365,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,24,7366,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,25,7367,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,26,1697,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,27,1698,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,28,2804,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,29,7371,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,30,2806,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,31,2807,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,32,2808,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,33,7375,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,34,2810,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,35,7377,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,36,7018,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,37,7379,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,38,7380,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,39,7381,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,40,3954,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,41,7383,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,42,1101,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,43,1102,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,44,1103,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,45,1104,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,46,1105,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,47,1254,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,48,1110,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,49,3955,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,50,3956,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,51,7393,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,52,7394,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,53,3349,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,54,7396,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,55,7288,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,56,7397,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,57,3542,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,58,3543,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,59,3544,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,60,5598,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,61,2215,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,62,2216,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,63,2217,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,64,2218,,
130/4-MV-D,Manmohan Park - Vadaj,Vadaj,NORMAL,65,2107,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,1,2101,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,2,2102,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,3,2103,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,4,2104,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,5,2105,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,6,2106,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,7,2272,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,8,1820,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,9,2164,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,10,2165,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,11,2166,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,12,2167,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,13,1821,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,14,1822,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,15,1823,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,16,1824,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,17,7287,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,18,5648,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,19,7289,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,20,3949,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,21,7291,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,22,7292,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,23,7293,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,24,4017,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,25,1092,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,26,1240,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,27,1094,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,28,1095,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,29,7299,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,30,1097,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,31,1098,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,32,7302,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,33,7303,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,34,7304,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,35,7305,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,36,7306,,
130/4-NC-U,Nava Vadaj - Memco,Memco,NORMAL,37,2688,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,1,2101,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,2,2102,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,3,2103,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,4,2104,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,5,2105,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,6,2106,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,7,2272,,
130/4-NV-U,Nava Vadaj - Vadaj,Vadaj,NORMAL,8,1820,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,1,2101,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,2,2102,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,3,2103,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,4,2104,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,5,2105,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,6,2106,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,7,2272,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,8,1820,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,9,2164,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,10,2165,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,11,2166,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,12,2167,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,13,1821,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,14,1822,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,15,1823,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,16,1824,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,17,7287,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,18,5648,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,19,7289,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,20,3949,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,21,7291,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,22,7292,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,23,7293,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,24,4017,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,25,1092,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,26,1240,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,27,1094,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,28,1095,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,29,7299,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,30,1097,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,31,1098,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,32,7302,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,33,7303,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,34,7304,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,35,7305,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,36,7306,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,37,2688,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,38,2840,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,39,2841,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,40,7310,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,41,2843,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,42,2844,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,43,7313,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,44,7314,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,45,2846,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,46,1750,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,47,1751,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,48,7318,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,49,7319,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,50,7320,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,51,7321,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,52,7322,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,53,7323,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,54,7324,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,55,7325,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,56,7326,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,57,7327,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,58,7328,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,59,7329,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,60,7330,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,61,4403,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,62,2469,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,63,2470,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,64,7334,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,65,7335,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,66,7336,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,67,7337,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,68,3367,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,69,3368,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,70,3369,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,71,3370,,
130/4-U,Nava Vadaj - Manmohan Park,Manmohan Park,NORMAL,72,7342,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,1,4403,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,2,2469,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,3,2470,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,4,2471,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,5,2472,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,6,7466,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,7,7467,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,8,2475,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,9,2476,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,10,3367,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,11,2478,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,12,5747,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,13,7473,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,14,7474,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,15,7475,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,16,7476,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,17,7477,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,18,2485,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,19,2487,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,20,2488,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,21,2489,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,22,7482,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,23,2491,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,24,2492,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,25,5291,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,26,2493,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,27,2494,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,28,2495,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,29,7489,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,30,3438,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,31,2498,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,32,2499,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,33,2500,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,34,1734,,
135/1-D,New India Colony (Nikol) - Lal Darwaja,Lal Darwaja,NORMAL,35,1205,,
