route_code,route_name,route_destination,route_variant,sequence_number,stop_code,arrival_trigger_distance,departure_trigger_distance
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,29,2863,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,30,2110,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,31,2273,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,32,1153,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,33,1154,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,34,1155,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,35,1156,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,36,1157,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,37,1158,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,38,1159,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,39,1734,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,40,4125,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,41,1736,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,42,2501,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,43,2502,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,44,2503,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,45,3438,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,46,2831,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,47,2832,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,48,2833,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,49,7586,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,50,2835,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,51,2836,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,52,4163,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,53,7590,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,54,7591,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,55,3668,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,56,3669,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,57,5199,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,58,5200,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,59,4329,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,60,4330,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,61,4331,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,62,5206,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,63,5207,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,64,5208,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,65,5209,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,66,4129,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,67,4130,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,68,4131,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,69,7076,,
69sh-D,Bhadaj Circle (S.P.Ring Road)-S.P.RingRoad(OdhGid),S.P.Ring Road (Odhav Gidc),NORMAL,70,4909,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,1,1734,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,2,2501,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,3,2502,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,4,2503,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,5,3438,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,6,2831,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,7,2832,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,8,2833,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,9,2834,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,10,2835,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,11,2836,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,12,4163,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,13,4164,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,14,5205,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,15,3668,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,16,3669,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,17,5199,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,18,5200,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,19,4329,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,20,4330,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,21,4331,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,22,5206,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,23,5207,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,24,5208,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,25,5209,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,26,4129,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,27,4130,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,28,4131,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,29,7076,,
69sh-KSP(O)-D,Kalupur - S.P.Ring Road (Odhav Gidc),S.P.Ring Road (Odhav Gidc),NORMAL,30,4909,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,1,2863,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,2,2110,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,3,2273,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,4,1153,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,5,1154,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,6,1155,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,7,1156,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,8,1157,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,9,1158,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,10,1159,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,11,1734,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,12,2501,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,13,2502,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,14,2503,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,15,3438,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,16,2831,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,17,2832,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,18,2833,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,19,7586,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,20,2835,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,21,2836,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,22,4163,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,23,7590,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,24,7591,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,25,3668,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,26,3669,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,27,5199,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,28,5200,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,29,4329,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,30,4330,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,31,4331,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,32,5206,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,33,5207,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,34,5208,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,35,5209,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,36,4129,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,37,4130,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,38,4131,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,39,7076,,
69sh-USP-D,Usmanpura - S.P.RingRoad(OdvGid),S.P.Ring Road (Odhav Gidc),NORMAL,40,4909,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,1,1715,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,2,1205,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,3,1206,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,4,1207,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,5,1208,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,6,1209,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,7,1210,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,8,1211,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,9,2030,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,10,2163,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,11,4257,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,12,2889,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,13,2890,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,14,2891,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,15,2892,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,16,3390,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,17,2679,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,18,2680,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,19,4194,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,20,4195,,
69sh-KB-U,Kalupur - Bhadaj Circle (S.P.Ring Road),Bhadaj Circle (S.P.Ring Road),NORMAL,21,4703,,
